,affyID,entrezID,ensemblID
702,210153_s_at,4200,ENSG00000082212
703,209435_s_at,9181,ENSG00000116584
704,210074_at,1515,ENSG00000136943
705,201234_at,3611,ENSG00000166333
706,214061_at,93594,ENSG00000156787
707,203574_at,4783,ENSG00000165030
708,203696_s_at,5982,ENSG00000049541
709,202208_s_at,10123,ENSG00000188042
710,218316_at,26520,ENSG00000100575
711,202119_s_at,8895,ENSG00000085719
712,205085_at,4998,ENSG00000085840
713,204324_s_at,27333,ENSG00000173905
714,214086_s_at,10038,ENSG00000291803
715,219016_at,60493,ENSG00000215251
716,201462_at,9805,ENSG00000136193
717,209166_s_at,4125,ENSG00000104774
718,217777_s_at,51495,ENSG00000074696
719,219281_at,4482,ENSG00000285250
720,203250_at,22828,ENSG00000213079
721,201572_x_at,1635,ENSG00000129187
722,202761_s_at,23224,ENSG00000054654
723,201152_s_at,4154,ENSG00000152601
724,201817_at,9690,ENSG00000009335
725,218175_at,80212,ENSG00000275035
726,203360_s_at,26292,ENSG00000214114
727,204168_at,4258,ENSG00000085871
728,202716_at,5770,ENSG00000196396
729,202427_s_at,25874,ENSG00000143158
730,219184_x_at,29928,ENSG00000277649
731,204999_s_at,22809,ENSG00000169136
732,203013_at,11319,ENSG00000122882
733,200810_s_at,1153,ENSG00000099622
734,215093_at,50814,ENSG00000292192
735,217761_at,55256,ENSG00000280830
736,203241_at,7405,ENSG00000198382
737,218168_s_at,56997,ENSG00000163050
738,202458_at,11098,ENSG00000150687
739,213343_s_at,81544,ENSG00000158555
740,202829_s_at,6845,ENSG00000292366
741,202733_at,8974,ENSG00000072682
742,202813_at,6894,ENSG00000059588
743,200078_s_at,533,ENSG00000117410
744,219222_at,64080,ENSG00000171174
745,200752_s_at,823,ENSG00000014216
746,212689_s_at,55818,ENSG00000115548
747,211725_s_at,637,ENSG00000015475
748,202260_s_at,6812,ENSG00000136854
749,201125_s_at,3693,ENSG00000082781
750,203346_s_at,22823,ENSG00000143033
751,203123_s_at,4891,ENSG00000110911
752,218788_s_at,64754,ENSG00000185420
753,203857_s_at,10954,ENSG00000065485
754,204484_at,5287,ENSG00000133056
755,203911_at,5909,ENSG00000076864
756,212833_at,91137,ENSG00000164209
757,212899_at,23097,ENSG00000155111
758,205895_s_at,9221,ENSG00000166197
759,201432_at,847,ENSG00000121691
760,204711_at,9851,ENSG00000198920
761,203367_at,11072,ENSG00000275932
762,212462_at,23522,ENSG00000281813
763,212624_s_at,1123,ENSG00000128656
764,201331_s_at,6778,ENSG00000166888
765,203720_s_at,2067,ENSG00000012061
766,210058_at,5603,ENSG00000156711
767,202241_at,10221,ENSG00000173334
768,218050_at,51569,ENSG00000120686
769,220161_s_at,54566,ENSG00000095203
770,203050_at,7158,ENSG00000067369
771,217900_at,55699,ENSG00000067704
772,203965_at,10868,ENSG00000136878
773,208945_s_at,8678,ENSG00000126581
774,209710_at,2624,ENSG00000179348
775,200698_at,11014,ENSG00000136240
776,204054_at,5728,ENSG00000284792
777,201727_s_at,1994,ENSG00000066044
778,202599_s_at,8204,ENSG00000180530
779,202705_at,9133,ENSG00000157456
780,202452_at,10444,ENSG00000160445
781,200060_s_at,10921,ENSG00000205937
782,203499_at,1969,ENSG00000142627
783,221230_s_at,51742,ENSG00000054267
784,202108_at,5184,ENSG00000124299
785,209531_at,2954,ENSG00000100577
786,201393_s_at,3482,ENSG00000197081
787,218346_s_at,27244,ENSG00000080546
788,212665_at,25976,ENSG00000163659
789,201380_at,10491,ENSG00000170275
790,201997_s_at,23013,ENSG00000065526
791,218350_s_at,51053,ENSG00000112312
792,219382_at,29946,ENSG00000167565
793,202880_s_at,9267,ENSG00000108669
794,203067_at,8050,ENSG00000110435
795,221081_s_at,79961,ENSG00000162777
796,201494_at,5547,ENSG00000137509
797,214074_s_at,2017,ENSG00000288401
798,213720_s_at,6597,ENSG00000127616
799,202990_at,5836,ENSG00000100504
800,218108_at,55148,ENSG00000278787
801,202894_at,2050,ENSG00000196411
802,201756_at,6118,ENSG00000117748
803,204489_s_at,960,ENSG00000026508
804,203026_at,9925,ENSG00000168795
805,202680_at,2961,ENSG00000197265
806,218807_at,10451,ENSG00000134215
807,221552_at,57406,ENSG00000163686
808,209860_s_at,310,ENSG00000138279
809,218255_s_at,64319,ENSG00000156860
810,201266_at,7296,ENSG00000198431
811,217873_at,51719,ENSG00000135932
812,205031_at,1949,ENSG00000108947
813,202950_at,1429,ENSG00000116791
814,213135_at,7074,ENSG00000156299
815,203105_s_at,10059,ENSG00000087470
816,202812_at,2548,ENSG00000291507
817,218102_at,51071,ENSG00000023697
818,203727_at,6499,ENSG00000225737
819,202179_at,642,ENSG00000108578
820,203038_at,5796,ENSG00000273993
821,219352_at,55008,ENSG00000138642
822,212846_at,23076,ENSG00000160208
823,210582_s_at,3985,ENSG00000182541
824,200972_at,10099,ENSG00000140391
825,221641_s_at,23597,ENSG00000123130
826,203155_at,9869,ENSG00000143379
827,202417_at,9817,ENSG00000079999
828,203217_s_at,8869,ENSG00000115525
829,202468_s_at,8727,ENSG00000119326
830,202032_s_at,4122,ENSG00000196547
831,218581_at,63874,ENSG00000100439
832,209257_s_at,9126,ENSG00000108055
833,205376_at,8821,ENSG00000109452
834,201795_at,3930,ENSG00000143815
835,202494_at,10450,ENSG00000084072
836,212124_at,57178,ENSG00000108175
837,208510_s_at,5468,ENSG00000132170
838,201174_s_at,54386,ENSG00000166848
839,201849_at,664,ENSG00000176171
840,205562_at,10557,ENSG00000152464
841,203685_at,596,ENSG00000171791
842,208908_s_at,831,ENSG00000153113
843,217911_s_at,9531,ENSG00000151929
844,201967_at,10180,ENSG00000004534
845,202329_at,1445,ENSG00000103653
846,40562_at,2767,ENSG00000088256
847,202022_at,230,ENSG00000109107
848,202349_at,1861,ENSG00000136827
849,203775_at,10165,ENSG00000004864
850,201649_at,9246,ENSG00000156587
851,201236_s_at,7832,ENSG00000159388
852,209263_x_at,7106,ENSG00000214063
853,216321_s_at,2908,ENSG00000113580
854,203557_s_at,5092,ENSG00000166228
855,201611_s_at,23463,ENSG00000116237
856,218145_at,57761,ENSG00000101255
857,200884_at,1152,ENSG00000166165
858,212660_at,23338,ENSG00000043143
859,211919_s_at,7852,ENSG00000121966
860,202382_s_at,10007,ENSG00000113552
861,219390_at,55033,ENSG00000106080
862,213153_at,23067,ENSG00000139718
863,208424_s_at,57019,ENSG00000005194
864,203675_at,4925,ENSG00000070081
865,213190_at,91949,ENSG00000168434
866,201980_s_at,6251,ENSG00000148484
867,205251_at,8864,ENSG00000132326
868,209191_at,84617,ENSG00000176014
869,202123_s_at,25,ENSG00000097007
870,201963_at,2180,ENSG00000151726
871,204826_at,899,ENSG00000162063
872,202006_at,5782,ENSG00000127947
873,218542_at,55165,ENSG00000138180
874,202847_at,5106,ENSG00000285241
875,201924_at,4299,ENSG00000172493
876,218898_at,79850,ENSG00000167695
877,217838_s_at,51466,ENSG00000196405
878,202722_s_at,2673,ENSG00000198380
879,211729_x_at,644,ENSG00000106605
880,210640_s_at,2852,ENSG00000164850
881,202623_at,55837,ENSG00000129518
882,202598_at,6284,ENSG00000189171
883,201995_at,2131,ENSG00000182197
884,201710_at,4605,ENSG00000101057
885,205909_at,5427,ENSG00000100479
886,203530_s_at,6810,ENSG00000103496
887,218523_at,64077,ENSG00000107902
888,208716_s_at,54499,ENSG00000143183
889,212875_s_at,25966,ENSG00000157617
890,207831_x_at,1725,ENSG00000095059
891,218093_s_at,55608,ENSG00000088448
892,204610_s_at,11007,ENSG00000175602
893,203409_at,1643,ENSG00000134574
894,204977_at,1662,ENSG00000178105
895,203304_at,25805,ENSG00000095739
896,203494_s_at,9702,ENSG00000166037
897,201036_s_at,3033,ENSG00000138796
898,217763_s_at,11031,ENSG00000168461
899,209380_s_at,10057,ENSG00000114770
900,206662_at,2745,ENSG00000173221
901,202180_s_at,9961,ENSG00000013364
902,203209_at,5985,ENSG00000111445
903,203395_s_at,3280,ENSG00000114315
904,200783_s_at,3925,ENSG00000117632
905,202528_at,2582,ENSG00000117308
906,213233_s_at,55958,ENSG00000198642
907,200636_s_at,5792,ENSG00000142949
908,217825_s_at,51465,ENSG00000198833
909,201968_s_at,5236,ENSG00000079739
910,202830_s_at,2542,ENSG00000281500
911,203570_at,4016,ENSG00000129038
912,203905_at,5073,ENSG00000274829
913,201976_s_at,4651,ENSG00000145555
914,203246_s_at,10641,ENSG00000114388
915,201847_at,3988,ENSG00000107798
916,201608_s_at,11137,ENSG00000136045
917,201397_at,26227,ENSG00000092621
918,212717_at,9842,ENSG00000277111
919,207871_s_at,7982,ENSG00000004866
920,208626_s_at,10493,ENSG00000108828
921,209341_s_at,3551,ENSG00000104365
922,218755_at,10112,ENSG00000112984
923,203256_at,1001,ENSG00000062038
924,202174_s_at,5108,ENSG00000078674
925,201631_s_at,8870,ENSG00000237155
926,203787_at,23635,ENSG00000145687
927,201579_at,2195,ENSG00000083857
928,220140_s_at,29916,ENSG00000002919
929,202683_s_at,8731,ENSG00000101654
930,209260_at,2810,ENSG00000175793
931,201984_s_at,1956,ENSG00000146648
932,202963_at,5993,ENSG00000143390
933,201829_at,10276,ENSG00000173848
934,202732_at,11142,ENSG00000168734
935,202447_at,1666,ENSG00000104325
936,219170_at,79187,ENSG00000105255
937,208898_at,51382,ENSG00000100554
938,206398_s_at,930,ENSG00000177455
939,204126_s_at,8318,ENSG00000093009
940,202679_at,4864,ENSG00000141458
941,203279_at,9695,ENSG00000134109
942,202016_at,4232,ENSG00000106484
943,203228_at,5050,ENSG00000079462
944,209307_at,23075,ENSG00000133789
945,200757_s_at,813,ENSG00000128595
946,204761_at,9712,ENSG00000148429
947,208936_x_at,3964,ENSG00000116977
948,218051_s_at,64943,ENSG00000168268
949,204662_at,9738,ENSG00000103540
950,201412_at,26020,ENSG00000197324
951,201243_s_at,481,ENSG00000143153
952,203047_at,6793,ENSG00000072786
953,202780_at,5019,ENSG00000083720
954,203343_at,7358,ENSG00000109814
955,202825_at,291,ENSG00000151729
956,217995_at,58472,ENSG00000137767
957,218450_at,50865,ENSG00000013583
958,209760_at,23240,ENSG00000121210
959,212815_at,10973,ENSG00000112249
960,221934_s_at,55152,ENSG00000178149
961,202368_s_at,9697,ENSG00000065308
962,220661_s_at,55657,ENSG00000171163
963,212536_at,23200,ENSG00000058063
964,202148_s_at,5831,ENSG00000183010
965,218529_at,51293,ENSG00000167775
966,207700_s_at,8202,ENSG00000124151
967,218397_at,55120,ENSG00000115392
968,202996_at,57804,ENSG00000175482
969,204608_at,435,ENSG00000126522
970,211071_s_at,10962,ENSG00000213190
971,203341_at,10153,ENSG00000115816
972,202801_at,5566,ENSG00000288516
973,206414_s_at,8853,ENSG00000151693
974,204978_at,11129,ENSG00000104859
975,205379_at,874,ENSG00000159231
976,203897_at,57149,ENSG00000102897
