,affyID,entrezID,ensemblID
158,212115_at,90861,ENSG00000206053
159,212880_at,23335,ENSG00000091157
160,203848_at,10270,ENSG00000105127
161,201628_s_at,10670,ENSG00000155876
162,204256_at,79071,ENSG00000170522
163,212811_x_at,6509,ENSG00000115902
164,202324_s_at,64746,ENSG00000182827
165,221549_at,83743,ENSG00000105447
166,204285_s_at,5366,ENSG00000141682
167,200887_s_at,6772,ENSG00000115415
168,206015_s_at,22887,ENSG00000198815
169,202009_at,11344,ENSG00000247596
170,206846_s_at,10013,ENSG00000094631
171,219363_s_at,51001,ENSG00000156469
172,219492_at,26511,ENSG00000109220
173,203126_at,3613,ENSG00000141401
174,201087_at,5829,ENSG00000089159
175,201498_at,7874,ENSG00000187555
176,217950_at,51070,ENSG00000142546
177,202738_s_at,5257,ENSG00000102893
178,209095_at,1738,ENSG00000091140
179,202328_s_at,5310,ENSG00000008710
180,207842_s_at,22794,ENSG00000108349
181,217496_s_at,3416,ENSG00000119912
182,214221_at,7840,ENSG00000116127
183,200617_at,9761,ENSG00000110917
184,204225_at,9759,ENSG00000068024
185,209161_at,9128,ENSG00000136875
186,204825_at,9833,ENSG00000165304
187,200083_at,23326,ENSG00000124422
188,204742_s_at,23047,ENSG00000083642
189,200929_at,10972,ENSG00000170348
190,202230_s_at,10523,ENSG00000085872
191,205398_s_at,4088,ENSG00000166949
192,205741_s_at,1837,ENSG00000134769
193,208717_at,5018,ENSG00000155463
194,205573_s_at,51375,ENSG00000162627
195,204985_s_at,79090,ENSG00000007255
196,212255_s_at,27032,ENSG00000017260
197,218399_s_at,55038,ENSG00000170779
198,212054_x_at,23061,ENSG00000284400
199,201671_x_at,9097,ENSG00000101557
200,202630_at,10513,ENSG00000062725
201,217960_s_at,56993,ENSG00000100216
202,217745_s_at,80218,ENSG00000121579
203,218742_at,64428,ENSG00000103245
204,201788_at,11325,ENSG00000198231
205,200789_at,1891,ENSG00000282853
206,201833_at,3066,ENSG00000196591
207,204549_at,9641,ENSG00000263528
208,210811_s_at,54555,ENSG00000105671
209,205480_s_at,7360,ENSG00000169764
210,203465_at,9801,ENSG00000115364
211,40829_at,23038,ENSG00000142784
212,56197_at,57048,ENSG00000284009
213,201513_at,7247,ENSG00000211460
214,203575_at,1459,ENSG00000070770
215,212206_s_at,94239,ENSG00000105968
216,204925_at,1497,ENSG00000040531
217,218039_at,51203,ENSG00000137804
218,213689_x_at,388650,ENSG00000154511
219,201729_s_at,9703,ENSG00000007202
220,201014_s_at,10606,ENSG00000128050
221,208741_at,10284,ENSG00000150459
222,204252_at,1017,ENSG00000123374
223,213918_s_at,25836,ENSG00000164190
224,204158_s_at,10312,ENSG00000110719
225,212166_at,23039,ENSG00000130227
226,220643_s_at,55179,ENSG00000158234
227,201778_s_at,9813,ENSG00000159658
228,219076_s_at,5827,ENSG00000176894
229,201739_at,6446,ENSG00000118515
230,202114_at,6643,ENSG00000205302
231,203342_at,10245,ENSG00000292215
232,209367_at,6813,ENSG00000076944
233,202749_at,7485,ENSG00000182093
234,202942_at,2109,ENSG00000105379
235,221560_at,57787,ENSG00000007047
236,212765_at,23271,ENSG00000118200
237,202854_at,3251,ENSG00000165704
238,202986_at,9915,ENSG00000172379
239,209567_at,23212,ENSG00000179041
240,219384_s_at,23536,ENSG00000065457
241,200053_at,9552,ENSG00000091640
242,212644_s_at,93487,ENSG00000168175
243,218206_x_at,51282,ENSG00000171222
244,209215_at,10227,ENSG00000109736
245,202911_at,2956,ENSG00000116062
246,209029_at,50813,ENSG00000111652
247,202954_at,11065,ENSG00000175063
248,218034_at,51024,ENSG00000214253
249,203285_s_at,9653,ENSG00000153936
250,218375_at,53343,ENSG00000170502
251,212300_at,200081,ENSG00000084652
252,200621_at,1465,ENSG00000159176
253,200666_s_at,3337,ENSG00000132002
254,219051_x_at,79006,ENSG00000103260
255,202633_at,11073,ENSG00000163781
256,200045_at,23,ENSG00000236149
257,203054_s_at,6988,ENSG00000145022
258,201212_at,5641,ENSG00000100600
259,212997_s_at,11011,ENSG00000146872
260,205774_at,2161,ENSG00000131187
261,212795_at,23325,ENSG00000136051
262,202331_at,593,ENSG00000248098
263,209015_s_at,10049,ENSG00000105993
264,220942_x_at,26355,ENSG00000114023
265,213119_at,206358,ENSG00000123643
266,221750_at,3157,ENSG00000112972
267,201620_at,8720,ENSG00000140943
268,212458_at,200734,ENSG00000198369
269,204937_s_at,10782,ENSG00000171606
270,201560_at,25932,ENSG00000169504
271,202889_x_at,9053,ENSG00000135525
272,219270_at,79094,ENSG00000128965
273,203764_at,9787,ENSG00000126787
274,200981_x_at,2778,ENSG00000087460
275,202083_s_at,6397,ENSG00000129657
276,219654_at,9200,ENSG00000165996
277,218104_at,54881,ENSG00000136891
278,201807_at,9559,ENSG00000122958
279,219711_at,54807,ENSG00000083828
280,201675_at,8165,ENSG00000121057
281,218854_at,29940,ENSG00000111817
282,213419_at,323,ENSG00000163697
283,202282_at,3028,ENSG00000072506
284,212047_s_at,26001,ENSG00000108523
285,204729_s_at,6804,ENSG00000106089
286,202429_s_at,5530,ENSG00000138814
287,202401_s_at,6722,ENSG00000112658
288,202624_s_at,23523,ENSG00000099991
289,211758_x_at,10190,ENSG00000115514
290,203418_at,890,ENSG00000145386
291,212399_s_at,9686,ENSG00000144560
292,209460_at,18,ENSG00000183044
293,202675_at,6390,ENSG00000117118
294,205406_s_at,53340,ENSG00000064199
295,221741_s_at,54915,ENSG00000149658
296,205451_at,4303,ENSG00000184481
297,211747_s_at,23658,ENSG00000106355
298,201870_at,10953,ENSG00000025772
299,202778_s_at,7750,ENSG00000121741
300,218743_at,79643,ENSG00000176108
301,202220_at,22889,ENSG00000132680
302,214106_s_at,2762,ENSG00000112699
303,200697_at,3098,ENSG00000156515
304,202466_at,11044,ENSG00000112941
305,205452_at,9488,ENSG00000069943
306,210416_s_at,11200,ENSG00000183765
307,202185_at,8985,ENSG00000106397
308,204617_s_at,65057,ENSG00000102977
309,202125_s_at,66008,ENSG00000115993
310,212894_at,6832,ENSG00000156502
311,202550_s_at,9217,ENSG00000124164
312,212485_at,23131,ENSG00000186566
313,209911_x_at,3017,ENSG00000158373
314,203755_at,701,ENSG00000156970
315,219460_s_at,55654,ENSG00000135956
316,203931_s_at,6182,ENSG00000262814
317,212726_at,5253,ENSG00000197724
318,205079_s_at,8777,ENSG00000107186
319,201695_s_at,4860,ENSG00000291814
320,221482_s_at,10776,ENSG00000128989
321,217830_s_at,55968,ENSG00000088833
322,201223_s_at,5887,ENSG00000119318
323,34408_at,6253,ENSG00000125744
324,89476_r_at,79716,ENSG00000215440
325,202413_s_at,7398,ENSG00000162607
326,211605_s_at,5914,ENSG00000131759
327,201528_at,6117,ENSG00000132383
328,217906_at,23588,ENSG00000165516
329,215884_s_at,29978,ENSG00000188021
330,203301_s_at,9988,ENSG00000135164
331,201819_at,949,ENSG00000073060
332,204809_at,10845,ENSG00000166855
333,210986_s_at,7168,ENSG00000140416
334,201078_at,9375,ENSG00000125304
335,218794_s_at,54957,ENSG00000140830
336,218809_at,80025,ENSG00000125779
337,219127_at,79170,ENSG00000167183
338,202900_s_at,4927,ENSG00000108559
339,204542_at,10610,ENSG00000070731
340,208847_s_at,128,ENSG00000197894
341,206109_at,2523,ENSG00000174951
342,218193_s_at,51026,ENSG00000111711
343,209586_s_at,58497,ENSG00000143363
344,204788_s_at,5498,ENSG00000143224
345,201260_s_at,6856,ENSG00000008282
346,221732_at,124583,ENSG00000171302
347,212557_at,26036,ENSG00000112200
348,217080_s_at,9455,ENSG00000103942
349,218577_at,55631,ENSG00000066557
350,205172_x_at,1212,ENSG00000175416
351,203659_s_at,10206,ENSG00000204977
352,201178_at,25793,ENSG00000100225
353,205450_at,5255,ENSG00000067177
354,202734_at,9322,ENSG00000125733
355,213390_at,23211,ENSG00000130749
356,204143_s_at,55556,ENSG00000132199
357,206571_s_at,9448,ENSG00000071054
358,202441_at,10613,ENSG00000107566
359,203117_s_at,9924,ENSG00000135473
360,202726_at,3978,ENSG00000105486
361,204517_at,5480,ENSG00000168938
362,208708_x_at,1983,ENSG00000100664
363,204000_at,10681,ENSG00000069966
364,210473_s_at,166647,ENSG00000152990
365,201626_at,3638,ENSG00000186480
366,205919_at,3046,ENSG00000213931
367,217758_s_at,56889,ENSG00000077147
368,203119_at,79080,ENSG00000110104
369,202708_s_at,8349,ENSG00000184678
370,203186_s_at,6275,ENSG00000196154
371,204587_at,9016,ENSG00000102078
372,200915_x_at,3895,ENSG00000126777
373,336_at,6915,ENSG00000006638
374,202117_at,392,ENSG00000175220
375,205340_at,9841,ENSG00000112365
376,217168_s_at,9709,ENSG00000051108
377,206723_s_at,9170,ENSG00000064547
378,201913_s_at,80347,ENSG00000068120
379,210115_at,116832,ENSG00000163923
380,205750_at,670,ENSG00000137274
381,202038_at,9354,ENSG00000110344
382,201855_s_at,23300,ENSG00000291953
383,202788_at,7867,ENSG00000114738
384,202763_at,836,ENSG00000164305
385,209179_s_at,79143,ENSG00000276935
386,205324_s_at,24140,ENSG00000068438
387,218961_s_at,11284,ENSG00000039650
388,201591_s_at,11188,ENSG00000010322
389,206770_s_at,23443,ENSG00000117620
390,206688_s_at,10898,ENSG00000160917
391,208190_s_at,51599,ENSG00000105699
392,201098_at,9276,ENSG00000184432
393,203806_s_at,2175,ENSG00000187741
394,203725_at,1647,ENSG00000116717
395,202040_s_at,5927,ENSG00000073614
396,221856_s_at,55793,ENSG00000143409
397,200071_at,10285,ENSG00000119953
398,201270_x_at,23386,ENSG00000015676
399,203582_s_at,5867,ENSG00000168118
400,203080_s_at,29994,ENSG00000123636
401,209100_at,7866,ENSG00000214706
402,217867_x_at,25825,ENSG00000182240
403,202540_s_at,3156,ENSG00000113161
404,210754_s_at,4067,ENSG00000254087
405,202433_at,10237,ENSG00000121073
406,218170_at,51015,ENSG00000066583
407,203167_at,7077,ENSG00000035862
408,205036_at,11157,ENSG00000164167
409,208078_s_at,150094,ENSG00000142178
410,202521_at,10664,ENSG00000102974
411,205130_at,5891,ENSG00000080823
412,204952_at,27076,ENSG00000124466
413,202797_at,22908,ENSG00000211456
414,202500_at,3300,ENSG00000135924
415,202396_at,10915,ENSG00000113649
416,218421_at,64781,ENSG00000100422
417,201985_at,9897,ENSG00000164961
418,215116_s_at,1759,ENSG00000106976
419,217933_s_at,51056,ENSG00000002549
420,202887_s_at,54541,ENSG00000168209
421,212871_at,8550,ENSG00000089022
422,205633_s_at,211,ENSG00000023330
423,209526_s_at,50810,ENSG00000166503
424,221223_x_at,1154,ENSG00000114737
425,200816_s_at,5048,ENSG00000007168
426,201896_s_at,84722,ENSG00000134222
427,203885_at,23011,ENSG00000080371
428,204765_at,7984,ENSG00000284933
429,209337_at,11168,ENSG00000164985
430,204313_s_at,1385,ENSG00000118260
431,201704_at,955,ENSG00000197586
432,203640_at,10150,ENSG00000139793
433,202689_at,29890,ENSG00000259956
434,218744_s_at,29763,ENSG00000165912
435,201519_at,9868,ENSG00000154174
436,209213_at,873,ENSG00000159228
437,211783_s_at,9112,ENSG00000182979
438,208634_s_at,23499,ENSG00000127603
439,202545_at,5580,ENSG00000163932
440,201743_at,929,ENSG00000170458
441,203832_at,6636,ENSG00000139343
442,203334_at,1659,ENSG00000067596
443,209806_at,85236,ENSG00000197903
444,201466_s_at,3725,ENSG00000177606
445,212694_s_at,5096,ENSG00000114054
446,221610_s_at,55620,ENSG00000178078
447,217766_s_at,23585,ENSG00000183726
448,203201_at,5373,ENSG00000140650
449,201825_s_at,51097,ENSG00000143653
450,217989_at,51170,ENSG00000198189
451,208763_s_at,1831,ENSG00000157514
452,220127_s_at,54850,ENSG00000127452
453,204654_s_at,7020,ENSG00000137203
454,221531_at,80349,ENSG00000140395
455,218149_s_at,55893,ENSG00000186918
456,204781_s_at,355,ENSG00000026103
457,202261_at,6944,ENSG00000163159
458,205046_at,1062,ENSG00000138778
459,201561_s_at,22883,ENSG00000171603
460,201200_at,8804,ENSG00000143162
461,203218_at,5601,ENSG00000050748
462,219742_at,80758,ENSG00000131188
463,201263_at,6897,ENSG00000113407
464,202868_s_at,10775,ENSG00000105171
465,213851_at,375346,ENSG00000213533
466,201146_at,4780,ENSG00000116044
467,219968_at,51385,ENSG00000164048
468,209394_at,8623,ENSG00000292339
469,201032_at,10904,ENSG00000166619
470,217752_s_at,55748,ENSG00000133313
471,202916_s_at,9917,ENSG00000116199
472,202946_s_at,22903,ENSG00000132640
473,207196_s_at,10318,ENSG00000145901
474,212180_at,1399,ENSG00000099942
475,222125_s_at,54681,ENSG00000178467
476,208872_s_at,7905,ENSG00000129625
477,203521_s_at,24149,ENSG00000171467
478,217809_at,28969,ENSG00000136261
479,208647_at,2222,ENSG00000284967
480,204605_at,10668,ENSG00000100532
481,201391_at,10131,ENSG00000126602
482,219082_at,51005,ENSG00000162066
483,202678_at,2958,ENSG00000140307
484,205161_s_at,8800,ENSG00000166821
485,208249_s_at,23483,ENSG00000088451
486,219821_s_at,54438,ENSG00000145990
487,203208_s_at,9650,ENSG00000066855
488,221142_s_at,55825,ENSG00000115425
489,201899_s_at,7319,ENSG00000077721
490,202891_at,4817,ENSG00000158793
491,203373_at,8835,ENSG00000120833
492,205691_at,9143,ENSG00000291941
493,218249_at,64429,ENSG00000023041
494,205055_at,3682,ENSG00000083457
495,203573_s_at,5875,ENSG00000285193
496,201314_at,10494,ENSG00000115694
497,204808_s_at,10329,ENSG00000118600
498,202394_s_at,55324,ENSG00000161204
499,213995_at,27109,ENSG00000125375
500,213669_at,23149,ENSG00000130475
501,217722_s_at,51335,ENSG00000182768
502,213844_at,3202,ENSG00000106004
503,202696_at,9943,ENSG00000172939
504,200678_x_at,2896,ENSG00000030582
505,201074_at,6599,ENSG00000173473
506,203562_at,9638,ENSG00000149557
507,218014_at,79902,ENSG00000125450
508,203963_at,771,ENSG00000074410
509,221046_s_at,29083,ENSG00000163607
510,209092_s_at,51031,ENSG00000167699
511,208820_at,5747,ENSG00000169398
512,203464_s_at,22905,ENSG00000072134
513,201931_at,2108,ENSG00000140374
514,220094_s_at,63933,ENSG00000050393
515,203233_at,3566,ENSG00000077238
516,201673_s_at,2997,ENSG00000104812
517,212943_at,9847,ENSG00000111731
518,205051_s_at,3815,ENSG00000157404
519,218046_s_at,51021,ENSG00000182180
520,201594_s_at,9989,ENSG00000154845
521,207038_at,9120,ENSG00000108932
522,221567_at,8996,ENSG00000140939
523,203405_at,8624,ENSG00000183527
524,218215_s_at,7376,ENSG00000131408
525,212281_s_at,27346,ENSG00000109084
526,201932_at,10489,ENSG00000132128
527,205190_at,5357,ENSG00000120756
528,218845_at,56940,ENSG00000112679
529,212453_at,26128,ENSG00000198954
530,203379_at,6195,ENSG00000281877
531,202371_at,79921,ENSG00000133142
532,203302_at,1633,ENSG00000156136
533,202184_s_at,55746,ENSG00000069248
534,202153_s_at,23636,ENSG00000213024
535,215945_s_at,23321,ENSG00000109654
536,208309_s_at,10892,ENSG00000172175
537,218679_s_at,51160,ENSG00000285339
538,219573_at,55604,ENSG00000079691
539,217784_at,10652,ENSG00000106636
540,219327_s_at,55890,ENSG00000291917
541,209408_at,11004,ENSG00000142945
542,213110_s_at,1287,ENSG00000188153
543,203094_at,9587,ENSG00000124688
544,202784_s_at,23530,ENSG00000112992
545,209262_s_at,2063,ENSG00000160113
546,202414_at,2073,ENSG00000134899
547,218695_at,54512,ENSG00000178896
548,208690_s_at,9124,ENSG00000107438
549,201707_at,5824,ENSG00000162735
550,218358_at,79174,ENSG00000184164
551,221187_s_at,80199,ENSG00000010361
552,200791_s_at,8826,ENSG00000140575
553,216913_s_at,23223,ENSG00000052749
554,209608_s_at,39,ENSG00000120437
555,202128_at,9870,ENSG00000119682
556,212910_at,57215,ENSG00000168286
557,203973_s_at,1052,ENSG00000221869
558,202691_at,6632,ENSG00000167088
559,211015_s_at,3308,ENSG00000170606
560,215903_s_at,23139,ENSG00000086015
561,218547_at,79947,ENSG00000117682
562,201292_at,7153,ENSG00000131747
563,201735_s_at,1182,ENSG00000109572
564,209304_x_at,4616,ENSG00000099860
565,203288_at,9710,ENSG00000282735
566,201489_at,10105,ENSG00000108179
567,203188_at,11041,ENSG00000174684
568,203303_at,6990,ENSG00000165169
569,218571_s_at,29082,ENSG00000285302
570,207749_s_at,5523,ENSG00000073711
571,203546_at,9670,ENSG00000117408
572,201339_s_at,6342,ENSG00000116171
573,221449_s_at,81533,ENSG00000129636
574,204828_at,5883,ENSG00000172613
575,203258_at,10589,ENSG00000175550
576,221245_s_at,7855,ENSG00000163251
577,200825_s_at,10525,ENSG00000280682
578,205202_at,5110,ENSG00000120265
579,208445_s_at,9031,ENSG00000009954
580,209189_at,2353,ENSG00000170345
581,219952_s_at,57192,ENSG00000090674
582,202431_s_at,4609,ENSG00000136997
583,201565_s_at,3398,ENSG00000115738
584,203616_at,5423,ENSG00000070501
585,209662_at,1070,ENSG00000153140
586,204679_at,3775,ENSG00000135750
587,204611_s_at,5526,ENSG00000068971
588,201664_at,10051,ENSG00000113810
589,202052_s_at,26064,ENSG00000039560
590,201827_at,6603,ENSG00000108604
591,218435_at,29103,ENSG00000120675
592,201875_s_at,9019,ENSG00000197965
593,201347_x_at,9380,ENSG00000137106
594,213150_at,3206,ENSG00000253293
595,221887_s_at,25861,ENSG00000095397
596,201323_at,10969,ENSG00000117395
597,208407_s_at,1500,ENSG00000198561
598,203648_at,9797,ENSG00000157014
599,201186_at,4043,ENSG00000163956
600,214741_at,7690,ENSG00000172262
601,218780_at,29911,ENSG00000095066
602,203594_at,8634,ENSG00000137996
603,216836_s_at,2064,ENSG00000141736
604,208398_s_at,9519,ENSG00000028839
605,202809_s_at,65123,ENSG00000262826
606,211318_s_at,8480,ENSG00000101146
607,203213_at,983,ENSG00000170312
608,212968_at,5986,ENSG00000169733
609,221779_at,85377,ENSG00000100139
610,203306_s_at,10559,ENSG00000164414
611,203068_at,9903,ENSG00000162413
612,201709_s_at,8508,ENSG00000184117
613,202518_at,9275,ENSG00000106635
614,203221_at,7088,ENSG00000196781
615,204017_at,11015,ENSG00000100196
616,203046_s_at,8914,ENSG00000111602
617,203073_at,22796,ENSG00000135775
618,212648_at,54505,ENSG00000067248
619,218001_at,51116,ENSG00000122140
620,209147_s_at,8611,ENSG00000067113
621,218474_s_at,54442,ENSG00000167977
622,203919_at,6919,ENSG00000171703
623,217931_at,10695,ENSG00000137161
624,202949_s_at,2274,ENSG00000115641
625,202604_x_at,102,ENSG00000137845
626,200895_s_at,2288,ENSG00000004478
627,205173_x_at,965,ENSG00000116815
628,202423_at,7994,ENSG00000083168
629,201161_s_at,8531,ENSG00000060138
630,203130_s_at,3800,ENSG00000276734
631,210719_s_at,10362,ENSG00000064961
632,204089_x_at,4216,ENSG00000085511
633,202927_at,5300,ENSG00000127445
634,201531_at,7538,ENSG00000128016
635,202794_at,3628,ENSG00000151689
636,219061_s_at,8270,ENSG00000196976
637,218856_at,27242,ENSG00000146072
638,213196_at,23361,ENSG00000102870
639,206364_at,9928,ENSG00000118193
640,202798_at,10427,ENSG00000138802
641,219069_at,54851,ENSG00000168876
642,201889_at,10447,ENSG00000196937
643,209163_at,1534,ENSG00000008283
644,201719_s_at,2037,ENSG00000079819
645,201040_at,2771,ENSG00000114353
646,201185_at,5654,ENSG00000166033
647,36936_at,7264,ENSG00000278243
648,204042_at,10810,ENSG00000132970
649,201697_s_at,1786,ENSG00000130816
650,209109_s_at,7105,ENSG00000000003
651,212231_at,23014,ENSG00000135108
652,209515_s_at,5873,ENSG00000069974
653,1007_s_at,780,ENSG00000234078
654,218852_at,55012,ENSG00000092020
655,202866_at,54788,ENSG00000148719
656,202651_at,9926,ENSG00000123684
657,202703_at,8446,ENSG00000291483
658,209409_at,2887,ENSG00000106070
659,212737_at,2760,ENSG00000196743
660,203120_at,7159,ENSG00000143514
661,202284_s_at,1026,ENSG00000124762
662,204812_at,9183,ENSG00000086827
663,209083_at,11151,ENSG00000102879
664,202011_at,7082,ENSG00000277401
665,203192_at,10058,ENSG00000115657
666,209045_at,7511,ENSG00000108039
667,205088_at,10046,ENSG00000013619
668,201761_at,10797,ENSG00000065911
669,217901_at,1829,ENSG00000046604
670,203456_at,11230,ENSG00000292222
671,202776_at,30836,ENSG00000067334
672,222217_s_at,11000,ENSG00000263163
673,202910_s_at,976,ENSG00000123146
674,202602_s_at,27336,ENSG00000102241
675,201887_at,3597,ENSG00000131724
676,201774_s_at,9918,ENSG00000010292
677,203566_s_at,178,ENSG00000162688
678,201361_at,79073,ENSG00000110108
679,205548_s_at,10950,ENSG00000154640
680,221848_at,84619,ENSG00000197114
681,209603_at,2625,ENSG00000107485
682,202188_at,9688,ENSG00000102900
683,204458_at,23659,ENSG00000103066
684,209507_at,6119,ENSG00000106399
685,201080_at,8396,ENSG00000277292
686,202720_at,26136,ENSG00000135269
687,201959_s_at,23077,ENSG00000005810
688,203458_at,6697,ENSG00000116096
689,201121_s_at,10857,ENSG00000101856
690,205205_at,5971,ENSG00000104856
691,201000_at,16,ENSG00000090861
692,219650_at,54821,ENSG00000186871
693,202756_s_at,2817,ENSG00000063660
694,212973_at,22934,ENSG00000153574
695,201767_s_at,60528,ENSG00000006744
696,212070_at,9289,ENSG00000205336
697,207877_s_at,4931,ENSG00000143748
698,202446_s_at,5359,ENSG00000188313
699,218642_s_at,79145,ENSG00000170791
700,202087_s_at,1514,ENSG00000135047
701,200766_at,1509,ENSG00000117984
